Code	Date	tl;dr	valid personal phone	Territory or use	Notes	
428	4/29/2023	assigned - geographic	1	New Brunswick	overlaid on 506	4/29/2023
429		unassigned - geographic	0	not in use; available for geographic assignment		
430	2/15/2003	assigned - geographic	1	Texas	overlaid on 903	
431	11/3/2012	assigned - geographic	1	Manitoba	overlaid on 204  2022: overlaid by 584	
432	4/5/2003	assigned - geographic	1	Western Texas (West Texas: Midland, Odessa, Big Spring, Alpine, Fort Stockton)	split of 915	
433		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
434	6/1/2001	assigned - geographic	1	Virginia (Charlottesville, Lynchburg, Danville, and south-central Virginia)	split of 804	
435	9/21/1997	assigned - geographic	1	Most of Utah outside the Salt Lake City, Ogden, and Provo metropolitan areas in northern Utah	split of 801	
436	3/1/2024	upcoming - assigned - geographic	2	Ohio (surrounding Cleveland on three sides, including: Elyria, Lorain, Oberlin, Ashtabula, and most of north-central Ohio)	to be overlaid on 440	3/1/2024
437	3/25/2013	assigned - geographic	1	Ontario (Toronto metropolitan area)	overlaid on 416/647  2025: to be overlaid by 942  area code 387 is reserved as a fifth code for the region	
438	11/4/2006	assigned - geographic	1	Quebec (Montreal metropolitan area)	overlaid on 514  2022: overlaid by 263	
439		unassigned - geographic	0	not in use; available for geographic assignment		
440	8/16/1997	assigned - geographic	1	Ohio (surrounding Cleveland on three sides, including: Elyria, Lorain, Oberlin, Ashtabula, and most of north-central Ohio)	split of 216  2024: to be overlaid by 436	
441	10/1/1995	assigned - geographic	1	Bermuda (all)	1995: the first of many splits from 809	
442	11/21/2009	assigned - geographic	1	California (most of the desert and mountain portions of the southeastern two-thirds of California)	overlaid on 760	
443	6/1/1997	assigned - geographic	1	Maryland	overlaid on 410  2012: overlaid by 667	
444		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
445	3/3/2018	assigned - geographic	1	overlay of 215 and 267 (Philadelphia, Pennsylvania)	created in 2018  one thousands block is assigned to a switch in Tucson, Arizona	3/3/2018
446		unassigned - geographic	0	not in use; available for geographic assignment		
447	3/27/2021	assigned - geographic	1	Illinois (Springfield, Champaign, Decatur, Urbana, Lincoln, and parts of central Illinois)	overlaid on 217	3/27/2021
448	6/22/2021	assigned - geographic	1	The Florida Panhandle	overlaid on 850	6/22/2021
449		unassigned - geographic	0	not in use; available for geographic assignment		
450	6/13/1998	assigned - geographic	1	Quebec (central southern Quebec; surrounds City of Montreal)	split of 514  2010: overlaid by 579  2022: overlaid by 354	
451		unassigned - geographic	0	not in use; available for geographic assignment		
452		unassigned - geographic	0	not in use; available for geographic assignment		
453		unassigned - geographic	0	not in use; available for geographic assignment		
454		unassigned - geographic	0	not in use; available for geographic assignment		
455		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
456		unassigned - geographic	0	not in use; became available for geographic assignment in 2023	originally reserved for inbound international calls for carrier-specific services  2017: was withdrawn because of lack of demand  2023: returned to the pool of area codes available for future area code relief	
457	9/25/2025	upcoming - assigned - geographic	2	Louisiana (Shreveport–Bossier City, Monroe, Alexandria, Fisher, Tallulah, and most of northern Louisiana)	will overlay area code 318 by 2026.  previously a fictitious area code assigned to identify Naked DSL/Dry Loop and dedicated data lines in Saskatchewan.	9/25/2025
458	2/10/2010	assigned - geographic	1	Oregon (Eugene, Medford, Bend, Pendleton, Corvallis, Ontario, Burns; excludes the Portland metropolitan area)	overlaid on 541	
459		unassigned - geographic	0	not in use; available for geographic assignment		
460	1/1/2030	upcoming - assigned - geographic	2	Ontario (Northeastern Ontario and Central Ontario: Greater Sudbury, Sault Ste. Marie, North Bay, etc.)	reserved as a fourth area code to overlay 705/249/683 with no set date of implementation	
461		unassigned - geographic	0	not in use; available for geographic assignment		
462		unassigned - geographic	0	not in use; available for geographic assignment		
463	11/15/2016	assigned - geographic	1	Indiana (Indianapolis and immediate metro area including Carmel, Fishers, Noblesville, Westfield, Greenwood, Mooresville, Beech Grove, Plainfield, Avon, Brownsburg, and Zionsville)	overlaid on 317  mnemonic: INDiana	11/15/2016
464	1/21/2022	assigned - geographic	1	Illinois (western and southern portions of suburban Cook County and far eastern sections of Will County and southern and near western suburbs of Chicago)	overlaid on 708	1/21/2022
465		unassigned - geographic	0	not in use; available for geographic assignment		
466		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
467		unassigned - geographic	0	not in use; available for geographic assignment		
468	10/22/2022	assigned - geographic	1	Quebec (Western Québec, except Montréal 514 and surrounding area 450: a large area including Abitibi-Témiscamingue, Estrie, Mauricie, Outaouais, Sherbrooke, and Trois-Rivières)	overlaid on 819/873	10/22/2022
469	7/1/1999	assigned - geographic	1	Texas (Dallas metropolitan area)	overlaid on 214 and 972  2021: overlaid by 945	
470	2/26/2010	assigned - geographic	1	Georgia (Metro Atlanta)	overlaid on area codes 404, 678 and 770	
471		unassigned - geographic	0	not in use; available for geographic assignment		
472	10/7/2022	assigned - geographic	1	North Carolina (Fayetteville, Wilmington, Fort Liberty, Seymour Johnson Air Force Base, Jacksonville, Lumberton, and much of southeastern North Carolina)	overlaid on 910 (North Carolina)	10/7/2022
473	10/31/1997	assigned - geographic	1	Grenada (all)	split of 809  mnemonic: GRE or GRD	
474	10/2/2021	assigned - geographic	1	Saskatchewan	2021: was overlaid on 306/639[4]	10/2/2021
475	12/12/2009	assigned - geographic	1	Southwestern Connecticut (Bridgeport, Danbury, New Haven, Waterbury, and southwestern Connecticut)	overlaid on 203	
476		unassigned - geographic	0	not in use; available for geographic assignment		
477		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
478	8/1/2000	assigned - geographic	1	Georgia (Macon, Warner Robins, Swainsboro, Milledgeville, Perry, and a part of central Georgia)	split of 912	
479	1/19/2002	assigned - geographic	1	Arkansas (Fort Smith, Fayetteville, Rogers, and most of northwestern Arkansas)	split of 501	
480	3/1/1999	assigned - geographic	1	Arizona (Phoenix metropolitan area; primarily the East Valley)	created by a three-way split of 602 (along with 623)  2023: combined with 602 and 623 into an overlay complex for the Phoenix metropolitan area	
481		unassigned - geographic	0	not in use; available for geographic assignment		
482		unassigned - geographic	0	not in use; available for geographic assignment		
483		unassigned - geographic	0	not in use; available for geographic assignment		
484	6/5/1999	assigned - geographic	1	Pennsylvania (Chester, Lehigh Valley, Norristown, Reading; parts of southeastern Pennsylvania)	overlaid on 610  2022: overlaid by 835	
485		unassigned - geographic	0	not in use; available for geographic assignment		
486		unassigned - geographic	0	not in use; available for geographic assignment		
487		unassigned - geographic	0	not in use; available for geographic assignment in Canada		
488		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
489		unassigned - geographic	0	not in use; available for geographic assignment		
490		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
491		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
492		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
493		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
494		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
495		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
496		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
497		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
498		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
499		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
500	5/19/1994	not assignable	0	personal communications services		
501	1/1/1947	assigned - geographic	1	Arkansas (Little Rock, Hot Springs, and much of central Arkansas, but not Pine Bluff)	created for all of Arkansas  1997: split to create 870  2002: split to create 479	
502	1/1/1947	assigned - geographic	1	Kentucky (Louisville, Frankfort, Shelbyville, Bardstown, and most of north-central Kentucky)	created for all of Kentucky  1954: split to create 606  1999: split to create 270	
503	1/1/1947	assigned - geographic	1	Oregon (Portland, Salem, Hillsboro, Beaverton, St. Helens, Tillamook, Astoria, and most of northwestern Oregon)	created for all of Oregon  1995: split to create 541  2000: partially overlaid by 971, excluding Clatsop County and Tillamook County  2008: complete overlay implemented	
504	1/1/1947	assigned - geographic	1	Louisiana (New Orleans metropolitan area)	created for all of Louisiana  1957: split to create 318  1998: split to create 225  2001: split to create 985	
505	1/1/1947	assigned - geographic	1	New Mexico (Albuquerque, Santa Fe, Farmington, Gallup, and all of northwestern New Mexico, and a part of central New Mexico)	created for all of New Mexico  2007: split to create 575	
506	1/1/1955	assigned - geographic	1	New Brunswick (all)	split of 902  originally also covered Newfoundland  1962: split to give Newfoundland its own 709 area code  2023: to be overlaid by 428	
507	1/1/1954	assigned - geographic	1	Minnesota (Rochester, Mankato, Austin, Marshall, Winona, and most of southern Minnesota)	split of 612 and 218  2023: to be overlaid by 924	
508	7/16/1988	assigned - geographic	1	Massachusetts (Berkley, Dennis, Douglas, Easton, Edgartown, Oakham, Oxford, Upton, and southeastern Massachusetts)	split of 617  1997: split to create 978  2001: overlaid by 774	
509	1/1/1956	assigned - geographic	1	Washington (all of eastern Washington, including Spokane, Ellensburg, Pullman, the Tri-Cities area, Walla Walla, Wenatchee, and Yakima)	split of 206	
510	9/2/1991	assigned - geographic	1	California (coastal regions of the East Bay: Oakland, Fremont, Hayward, Richmond, Berkeley, and Alameda)	used until 1981 for TWX service  split of 415  1998: split to create 925  2019: overlaid by 341	
511		not assignable	0	Not assignable; N11 code for local information for transportation and road conditions, local police non-emergency services		
512	1/1/1947	assigned - geographic	1	Texas (Austin, San Marcos, and parts of central Texas)	1992: split to create 210  1999: split to create 361  2013: overlaid by 737	
513	1/1/1947	assigned - geographic	1	Ohio (Cincinnati, Middletown, Hamilton, Lebanon, and parts of southern and southwestern Ohio; this area code used to also include Dayton)	1996: split to create 937  2023: to be overlaid by 283	
514	1/1/1947	assigned - geographic	1	Quebec (Montreal metropolitan area)	1957: split to create 819  1998: split to create 450  2006: overlaid by 438  2022: overlaid by 263	
515	1/1/1947	assigned - geographic	1	Iowa (Des Moines, Ames, Fort Dodge, Jefferson, Indianola, and most of north-central Iowa)	2000: split to create 641	
516	1/1/1951	assigned - geographic	1	New York (Nassau County, including Hempstead and Mineola)	split of 914  1999: split to create 631  mnemonic: Long 1slaNd  2023: overlaid by 363	
517	1/1/1947	assigned - geographic	1	Michigan (Lansing, Jackson, Charlotte, Deerfield, Addison, and most of south-central Michigan)	2000: split to create 989	
518	1/1/1947	assigned - geographic	1	New York (Albany, Schenectady, Plattsburgh, Saranac Lake, Lake George, Westport, and most of northeastern New York)	2017: overlaid by 838	
519	1/1/1953	assigned - geographic	1	Ontario (London, Windsor, Kitchener-Waterloo, Cambridge, Brantford, Guelph, and most of southwestern Ontario)	created from parts of 416 and 613  1957: split to create a part of 705  2006: overlaid by 226  2016: overlaid by 548  2023: to be overlaid by 382	
520	3/19/1995	assigned - geographic	1	Arizona (Tucson, Nogales, Fort Huachuca, and most of southeastern Arizona)	split of 602  2001: split to create 928	
521	9/21/2017	not assignable	0	personal communications services		9/21/2017
522	8/1/2016	not assignable	0	personal communications services		8/1/2016
523	11/13/2018	not assignable	0	personal communications services		11/13/2018
524	7/12/2019	not assignable	0	personal communications services		7/12/2019
525	7/13/2020	not assignable	0	personal communications services		7/13/2020
526	1/28/2021	not assignable	0	personal communications services		1/28/2021
527	9/29/2021	not assignable	0	personal communications services		9/29/2021
528	3/2/2022	not assignable	0	personal communications services		3/2/2022
529	9/16/2022	not assignable	0	personal communications services		9/16/2022
530	11/1/1997	assigned - geographic	1	California (Redding, Auburn, Chico, Davis, the California shore of Lake Tahoe, Placerville, Susanville, Truckee, Yreka, and most of northeastern California)	split of 916  2025: to be overlaid by 837	
531	3/26/2011	assigned - geographic	1	Nebraska (Omaha, Lincoln, Norfolk, Superior, and most of eastern Nebraska)	overlaid on 402	
532		unassigned - nongeographic	0	not in use; available for personal communications services		
533	9/26/2009	not assignable	0	personal communications services		
534	8/14/2010	assigned - geographic	1	Wisconsin	overlaid on 715	
535		unassigned - nongeographic	0	not in use; available for personal communications services		
536		unassigned - geographic	0	not in use; available for geographic assignment		
537	1/1/2030	upcoming - assigned - geographic	2	Ontario (Niagara Falls Region (including St. Catharines), Hamilton, and Greater Toronto Area, except for Toronto)	reserved as a fifth area code to overlay 905/289/365/742 with no set date of implementation	
538		unassigned - nongeographic	0	not in use; available for personal communications services		
539	4/1/2011	assigned - geographic	1	Oklahoma (Tulsa, Bartlesville, McAlester, Muskogee, Henryetta, and northeastern Oklahoma)	overlaid on 918	
540	7/15/1995	assigned - geographic	1	Virginia (Fredericksburg, Roanoke, Blacksburg, Harrisonburg, Lexington, Staunton, Winchester, and parts of north-central Virginia)	split of 703  2001: split to create 276  2022: overlaid by 826	
541	11/5/1995	assigned - geographic	1	Oregon (Eugene, Bend, Corvallis, Medford, Pendleton, and all of Oregon, except metropolitan northwestern Oregon, including Portland, Salem, Astoria, etc.)	split of 503  2010: overlaid by 458	
542		unassigned - nongeographic	0	not in use; available for personal communications services		
543		unassigned - nongeographic	0	not in use; available for personal communications services		
544	12/15/2010	not assignable	0	personal communications services		
545		unassigned - nongeographic	0	not in use; available for personal communications services		
546		unassigned - nongeographic	0	not in use; available for personal communications services		
547		unassigned - nongeographic	0	not in use; available for personal communications services		
548	6/4/2016	assigned - geographic	1	Ontario (London, Windsor, Kitchener-Waterloo, Cambridge, and most of southwestern Ontario)	overlaid on 226/516  2023: to be overlaid by 382	6/4/2016
549		unassigned - nongeographic	0	not in use; available for personal communications services		
550		unassigned - nongeographic	0	not in use; available for personal communications services		
551	12/29/2001	assigned - geographic	1	New Jersey (Bergen County and Hudson County)	overlaid on 201	
552		unassigned - nongeographic	0	not in use; available for personal communications services		
553		unassigned - nongeographic	0	not in use; available for personal communications services		
554		unassigned - nongeographic	0	not in use; available for personal communications services		
555		unassigned - nongeographic	0	not in use; code is reserved for directory assistance applications	1-NPA-555-01XX is used for fictional telephone numbers; 1-NPA-555-1212 is used for directory assistance; and other 1-NPA-555-XXXX numbers can be used for other 555 services	
556		unassigned - nongeographic	0	not in use; available for personal communications services		
557	8/12/2022	assigned - geographic	1	Missouri (St. Louis, St. Louis County, Florissant, Crestwood, Hazelwood, Kirkwood, and surrounding suburbs of St. Louis)	overlaid on 314	8/12/2022
558		unassigned - nongeographic	0	not in use; available for personal communications services		
559	11/14/1998	assigned - geographic	1	California (Fresno, Hanford, Madera, Tulare, Visalia, and parts of the San Joaquin Valley	split of 209	
560		unassigned - geographic	0	not in use; available for geographic assignment		
561	5/13/1996	assigned - geographic	1	Florida (Palm Beach County, including Palm Beach, West Palm Beach, Boca Raton, Boynton Beach, etc.)	split of 407  2002: split to create 772  2023: overlaid with 728	
562	1/25/1997	assigned - geographic	1	California (Downey, Long Beach, Whittier, Norwalk, La Habra, Lakewood, Pico Rivera, and most of southeastern Los Angeles County)	split of 310	
563	3/25/2001	assigned - geographic	1	Iowa (Davenport, Dubuque, Clinton, Bettendorf, and most of eastern and northeastern Iowa)	split of 319	
564	8/28/2017	assigned - geographic	1	Washington (Olympia, Vancouver, Bellingham, Bremerton, Port Angeles, Aberdeen, and all of western Washington)	overlaid on 360	8/28/2017
565		unassigned - geographic	0	not in use; available for geographic assignment		
566	4/17/2012	not assignable	0	personal communications services		
567	1/1/2002	assigned - geographic	1	Ohio (Northwest)	overlaid on 419	
568	1/1/2030	upcoming - assigned - geographic	2	Alberta (all)	reserved as a fifth area code to overlay 403/780/587/825/368 with no set date of implementation	
569		unassigned - nongeographic	0	not in use; available for personal communications services		
570	12/5/1998	assigned - geographic	1	Pennsylvania (the Wyoming Valley, including Scranton and Wilkes-Barre; Bloomsburg; Danville; Nanticoke; Williamsport; and most of northeastern Pennsylvania)	split of 717  2013: overlaid by 272	
571	3/1/2000	assigned - geographic	1	Virginia (Washington, D.C. suburbs, including Arlington and Alexandria)	overlaid on 703	
572	5/24/2021	assigned - geographic	1	Oklahoma (Oklahoma City, Stillwater, Edmond, Norman, Shawnee, and most of central Oklahoma)	overlaid on 405	5/24/2021
573	1/7/1996	assigned - geographic	1	Missouri (Columbia, Jefferson City, Hannibal, Cape Girardeau, Farmington, Lake of the Ozarks, Poplar Bluff, and most of eastern Missouri excluding the St. Louis metropolitan area)	split of 314  2024: to be overlaid by 235	
574	1/15/2002	assigned - geographic	1	Indiana (South Bend, Elkhart, Goshen, Logansport, and most of north-central Indiana)	split of 219	
575	10/7/2007	assigned - geographic	1	New Mexico (Las Cruces, Roswell, Carlsbad Caverns National Park, Socorro, Taos, and Truth or Consequences; excludes central (Albuquerque and its suburbs) and northwestern New Mexico)	split of 505	
576		unassigned - geographic	0	not in use; available for geographic assignment		
577	3/27/2014	not assignable	0	personal communications services		3/27/2014
578		unassigned - nongeographic	0	not in use; available for personal communications services		
579	8/21/2010	assigned - geographic	1	Quebec (central southern Quebec; surrounds City of Montreal)	overlaid on 450  2022: overlaid by 354	
580	11/1/1997	assigned - geographic	1	Oklahoma (Ponca City, Ada, Ardmore, Enid, Lawton, Elk City, and most of southern and western Oklahoma)	split of 405	
581	9/19/2008	assigned - geographic	1	Quebec (Quebec City, Saguenay, the Gaspé Peninsula, Côte-Nord, Chibougamau, St-Georges), Maine (Estcourt Station)	overlaid on 418  2018: overlaid by 367	
582	5/1/2021	assigned - geographic	1	Pennsylvania (Erie, State College, Altoona, Clearfield, Emporium, Johnsonburg, Johnstown, Meyersdale, Ridgway, Somerset, and most of northwestern and parts of central Pennsylvania)	overlaid on 814	5/1/2021
583		unassigned - geographic	0	not in use; available for geographic assignment		
584	10/29/2022	assigned - geographic	1	Manitoba	overlaid on 204/431	10/29/2022
585	11/15/2001	assigned - geographic	1	New York (Rochester, Batavia, and much of western New York)	split of 716	
586	9/22/2001	assigned - geographic	1	Michigan (Macomb County)	split of 810	
587	9/19/2008	assigned - geographic	1	Alberta (all)	overlaid on 403 and 780  2016: overlaid by 825  2022: overlaid by 368  568 reserved as a fifth area code for the region.	
588	9/9/2015	not assignable	0	personal communications services		9/9/2015
589		unassigned - nongeographic	0	not in use; available for personal communications services		
590		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
591		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
592		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
593		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
594		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
595		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
596		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
597		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
598		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
599		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
600	10/1/1993	assigned - geographic	1	Canadian non-geographic tariffed: teleprinter, caller-pays mobile, etc.	rarely used, but serves some satellite phones in the Canadian high Arctic  Canadian TWX service used area code 610 until 1992, when it was exchanged for 600.  2015: 622 was activated for Canadian non-geographic use	
601	1/1/1947	assigned - geographic	1	Mississippi (Jackson, Hattiesburg, Meridian, Natchez, Vicksburg, and most of central Mississippi)	created for all of Mississippi  1997: split to create 228  1999: split to create 662  2005: overlaid by 769	
602	1/1/1947	assigned - geographic	1	Arizona (Phoenix metropolitan area; primarily the city of Phoenix)	created for all of Arizona  1995: split to create 520  1999: split to create 480 and 623  2023: recombined with 602 and 623 into an overlay complex for the Phoenix metropolitan area	
603	1/1/1947	assigned - geographic	1	New Hampshire (all)		
604	1/1/1947	assigned - geographic	1	British Columbia (Metro Vancouver Regional District, Fraser Valley Regional District, Whistler, and the remaining portion of 604 not part of an overlay complex)	created for all of British Columbia  1996: split to create 250  2001: partly overlaid by 778  2008: the overlay was extended to all of 604 as well as 250  2013: overlaid by 236  2019: overlaid by 672	
605	1/1/1947	assigned - geographic	1	South Dakota (all)		
606	1/1/1955	assigned - geographic	1	Kentucky (Ashland, Pikeville, Hazard, Somerset, London, Corbin, Maysville, and much of eastern Kentucky)	split of 502  2000: split to create 859	
607	1/1/1954	assigned - geographic	1	New York (Binghamton, Elmira, Cortland, Norwich, Ithaca, and most of south-central New York)	created from parts of 315 and 716	
608	1/1/1955	assigned - geographic	1	Wisconsin (Madison, La Crosse, Platteville, Beloit, and most of southwestern Wisconsin)	created from parts of 414 and 715  2023: to be overlaid by 353	
609	1/1/1956	assigned - geographic	1	New Jersey (Trenton, Atlantic City, Princeton, and most of central & southeastern New Jersey)	split of 201  1999: split to create 856  2018: overlaid by 640	
610	1/8/1994	assigned - geographic	1	Pennsylvania (Chester, Lehigh Valley, Norristown, Reading; parts of southeastern Pennsylvania)	used for Canadian TWX service until 1992  split of 215  1999: overlaid by 484  2022: overlaid by 835	
611		not assignable	0	Not assignable; N11 code for repair service for land-line telephones, customer service for wireless carriers		
612	1/1/1947	assigned - geographic	1	Minnesota (Minneapolis, Fort Snelling, St. Anthony, and Richfield)	1954: split to create 507  1996: split to create 320  1998: split to create 651  2000: split to create 763 and 952	
613	1/1/1947	assigned - geographic	1	Ontario (Ottawa metropolitan area and southeastern Ontario)	1953: split to create a part of 519  1957: split to create a part of 705  2010: overlaid by 343  2022: overlaid by 753	
614	1/1/1947	assigned - geographic	1	Ohio (Columbus and Franklin County)	1997: split to create 740  2016: overlaid by 380	
615	1/1/1954	assigned - geographic	1	Tennessee (Northern Middle Tennessee including Nashville[10])	split of 901  1995: split to create 423  1997: split to create 931  2015: overlaid by 629	
616	1/1/1947	assigned - geographic	1	Michigan (Grand Rapids, Greenville, Holland, Ionia, Zeeland, and most of southwestern Michigan)	1961: split to create 906  1999: split to create 231  2002: split to create 269	
617	1/1/1947	assigned - geographic	1	Massachusetts (Belmont, Brookline, Chelsea, Everett, Milton, Quincy, Watertown, Winthrop, and close-in Boston suburbs)	1988: split to create 508  1997: split to create 781  2001: overlaid by 857	
618	1/1/1947	assigned - geographic	1	Illinois (Carbondale, Alton, Belleville, Cahokia, Centralia, Edwardsville, Marion, Metropolis, Vandalia, and most of southern Illinois)	2023: to be overlaid by 730	
619	1/1/1982	assigned - geographic	1	California (San Diego and suburbs)	split of 714  1997: split to create 760  1999: split to create 858  2017: merged with 858 as an overlay	
620	2/3/2001	assigned - geographic	1	Kansas (southern Kansas not including the Wichita Metropolitan Area)	split of 316	
621	1/23/2025	upcoming - assigned - geographic	2	Texas (Houston). Approved to overlay 281, 346, 713, and 832		1/23/2025
622	3/23/2015	assigned - geographic	1	Canadian non-geographic		3/23/2015
623	3/1/1999	assigned - geographic	1	Arizona (Phoenix metropolitan area; primarily the West Valley)	created by three-way split of 602 (along with 480)  2023: combined with 602 and 480 into an overlay complex for the Phoenix metropolitan area	
624	11/16/2023	assigned - geographic	1	Western New York state (Buffalo, Niagara Falls, Olean)	to be overlaid on 716	11/16/2023
625		unassigned - geographic	0	not in use; available for geographic assignment		
626	6/14/1997	assigned - geographic	1	California (San Gabriel Valley)	split of 818	
627		unassigned - geographic	0	not in use; available for geographic assignment	originally assigned as part of a 3-way split of 707 (northwestern California) but was canceled	
628	3/21/2015	assigned - geographic	1	California (San Francisco) and Marin County	overlaid on 415	3/21/2015
629	3/28/2015	assigned - geographic	1	Tennessee (Middle Tennessee, including Nashville and surrounding area)	overlaid on 615	3/28/2015
630	8/3/1996	assigned - geographic	1	Illinois (western suburbs of Chicago, including DuPage, central and southern Kane, northern Kendall, far northern Will, and small portions of Cook counties)	split of 708  2007: overlaid by 331	
631	11/1/1999	assigned - geographic	1	New York (Suffolk County on Long Island)	split of 516  2016: overlaid by 934	
632		unassigned - geographic	0	not in use; available for geographic assignment		
633	5/15/2023	assigned - nongeographic	0	not in use; reserved for Canadian non-geographic assignment		5/15/2023
634		unassigned - geographic	0	not in use; available for geographic assignment		
635		unassigned - geographic	0	not in use; available for geographic assignment		
636	5/22/1999	assigned - geographic	1	Missouri (St. Charles, Chesterfield, Union, Troy, and parts of east-central Missouri)	split of 314	
637		unassigned - geographic	0	not in use; available for geographic assignment		
638		unassigned - geographic	0	not in use; available for geographic assignment		
639	5/25/2013	assigned - geographic	1	Saskatchewan	overlaid on 306; originally planned as 474, but was changed to avoid confusion with central office codes[3]  to be overlaid by 474 on October 22, 2021[4]	
640	9/17/2018	assigned - geographic	1	New Jersey (Trenton, Atlantic City, Princeton, and most of central & southeastern New Jersey)	overlaid on 609	9/17/2018
641	7/9/2000	assigned - geographic	1	Iowa (Mason City, Oskaloosa, Creston, Pella, Ottumwa, Britt, Clear Lake, Fairfield, and parts of central Iowa)	split of 515	
642		unassigned - geographic	0	not in use; available for geographic assignment		
644		unassigned - geographic	0	not in use; available for geographic assignment		
644		unassigned - nongeographic	0	not in use; reserved for Canadian non-geographic assignment		
645	8/4/2023	assigned - geographic	1	Florida (Miami-Dade County and the Florida Keys)	overlaid on 305/786	8/4/2023
646	7/1/1999	assigned - geographic	1	New York (New York City: Manhattan only, except for Marble Hill)	overlaid on 212 and a part of 917  2017: overlaid by 332  mnemonic: MHN	
647	3/5/2001	assigned - geographic	1	Ontario (Toronto)	overlaid on 416  2013: overlaid by 437  2025: overlaid by 942  area code 387 is reserved as a fifth code for the region	
648		unassigned - geographic	0	not in use; available for geographic assignment		
649	6/1/1997	assigned - geographic	1	The Turks and Caicos Islands (all)	split of 809	
650	8/2/1997	assigned - geographic	1	California (Daly City, South San Francisco, Palo Alto, Redwood City, Menlo Park, Mountain View, San Mateo, Santa Clara)	split of 415	
651	7/12/1998	assigned - geographic	1	Minnesota (St. Paul, Eagan, Lindstrom, Red Wing, Hastings, Stillwater, and a part of east-central Minnesota)	split of 612	
652		unassigned - geographic	0	not in use; available for geographic assignment		
653		unassigned - geographic	0	not in use; available for geographic assignment		
654		unassigned - geographic	0	not in use; available for geographic assignment		
655		unassigned - nongeographic	0	not in use; reserved for Canadian non-geographic assignment		
656	2/22/2022	assigned - geographic	1	Florida (all of Hillsborough County, including Tampa and its suburbs, MacDill Air Force Base, and Plant City, and also the inland areas of Pasco County and Oldsmar in Pinellas County[11])	overlaid on 813[12]	2/22/2022
657	9/23/2008	assigned - geographic	1	California (Northern Orange County: Anaheim, Fullerton, Garden Grove, Huntington Beach, Orange, Santa Ana, and portions Newport Beach and Costa Mesa)	overlaid on 714	
658	4/30/2019	assigned - geographic	1	Jamaica	overlaid on 876	4/30/2019
659	11/12/2019	assigned - geographic	1	Alabama (Birmingham, Tuscaloosa, and parts of western and central Alabama)	overlaid on 205[13]	11/12/2019
660	10/12/1997	assigned - geographic	1	Missouri (Sedalia, Kirksville, Maryville, Mexico, Whiteman Air Force Base, and a part of north-central Missouri)	split of 816	
661	2/13/1999	assigned - geographic	1	California (Northern Los Angeles County, including Lancaster, Palmdale, and Santa Clarita; and most of Kern County, including Bakersfield, Mojave, and Edwards Air Force Base)	split of 805	
662	4/19/1999	assigned - geographic	1	Mississippi (Tupelo, Columbus, Corinth, Greenville, Greenwood, Starkville, and most of northern Mississippi)	split of 601	
663		unassigned - geographic	0	not in use; available for geographic assignment		
664	7/1/1996	assigned - geographic	1	Montserrat (all)	split of 809  mnemonic: MOI	
665		unassigned - geographic	0	not in use; available for geographic assignment		
666		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
667	3/24/2012	assigned - geographic	1	Maryland	created as an overlay of 410 and 443	
668		unassigned - geographic	0	not in use; available for geographic assignment		
669	11/20/2012	assigned - geographic	1	California (San Jose)	overlaid on 408	
670	7/1/1997	assigned - geographic	1	Northern Mariana Islands	Created for membership in NANP  670 was the former country code for the islands	
671	7/1/1997	assigned - geographic	1	Guam (includes Andersen Air Force Base)	Created for membership in NANP  671 was the former country code for the island	
672	5/4/2019	assigned - geographic	1	British Columbia, and the isolated border town of Hyder, Alaska, USA	overlaid on 604, 250, 778, and 236[14]  2025: overlaid by 257	
